0001-0037-0052,0001-0050-0100,0001-0103-0237,0001-0121-0090,0001-0157-0199,0001-0161-0179,0001-0192-0189,0001-0239-0174,0001-0188-0095,0001-0198-0156,Average,Err
686.411,521.211,751.244,491.375,384.136,520.075,1740.720,490.224,407.337,548.201,654.093,119.380
676.615,519.897,763.384,470.452,379.105,515.902,1690.932,488.159,407.560,783.619,669.563,115.613
651.813,519.430,810.296,459.522,368.969,511.226,1546.811,488.517,401.084,1009.183,676.685,109.154
671.405,516.619,956.397,469.657,362.903,509.804,1487.962,466.372,429.798,1200.605,707.152,114.089
698.810,509.324,1278.322,470.756,377.611,514.397,1354.914,475.174,407.491,1272.658,735.946,120.074
684.873,530.729,1641.566,479.020,392.710,525.807,1174.641,484.000,454.440,1292.173,765.996,131.468
661.756,526.765,1931.708,461.730,369.270,515.867,1035.005,482.251,415.762,1193.211,759.332,148.227
694.972,554.018,2057.430,466.804,364.085,509.103,860.775,464.556,431.744,1115.460,751.895,153.835
729.297,601.208,2041.050,459.510,365.878,533.148,789.677,477.198,400.370,1057.691,745.503,150.368
746.354,674.920,1968.923,468.951,360.213,501.045,752.359,484.128,428.247,981.684,736.682,141.790
745.159,816.971,1807.937,472.940,361.182,499.116,761.417,497.718,427.849,957.842,734.813,127.400
778.850,1140.446,1642.722,476.570,387.713,521.384,720.949,566.838,432.048,913.942,758.146,117.056
773.839,1374.337,1481.384,477.227,376.307,505.000,700.846,685.401,411.292,832.668,761.830,115.157
793.960,1486.194,1238.760,475.387,371.875,488.354,724.245,1048.945,415.795,774.388,781.790,112.333
860.688,1469.627,962.326,462.768,374.381,494.377,745.232,1538.734,459.645,728.918,809.670,123.911
917.697,1353.619,779.342,483.715,359.128,483.452,693.621,1724.363,415.699,650.961,786.160,132.255
1085.283,1229.678,672.912,459.657,355.088,486.749,710.854,1813.671,433.846,585.974,783.371,138.082
1337.938,1094.328,643.570,464.415,376.943,485.638,711.881,1797.408,436.663,527.750,787.653,141.354
1515.895,927.441,629.981,480.205,364.102,498.128,702.596,1777.459,412.837,466.195,777.484,147.045
1718.057,713.484,622.948,479.043,372.949,497.427,738.126,1748.461,431.967,443.517,776.598,155.533
1785.620,610.637,610.520,464.167,375.423,489.899,758.538,1662.225,446.943,433.433,763.741,155.674
1766.762,553.837,602.071,453.031,371.349,482.319,749.013,1526.343,404.087,425.471,733.428,149.075
1609.558,519.665,621.121,490.034,388.884,485.563,754.384,1423.903,420.720,433.974,714.781,131.395
1406.088,510.891,621.712,501.078,389.449,477.899,760.399,1263.759,423.633,436.765,679.167,109.023
1113.943,513.889,582.514,472.432,394.276,467.776,766.563,1061.072,426.925,427.770,622.716,80.170
834.278,515.286,628.912,484.556,385.500,464.294,742.795,815.077,421.410,421.575,571.368,51.267
703.411,514.092,627.382,455.381,362.472,467.410,781.104,642.988,429.861,419.280,540.338,41.761
709.938,512.232,629.691,477.203,383.886,493.447,810.939,587.863,431.063,442.342,547.861,40.579
663.130,520.356,614.649,460.522,360.591,494.015,805.571,563.898,444.651,449.158,537.654,38.746
643.762,528.332,641.983,461.802,364.179,486.565,750.899,549.104,436.024,436.767,529.942,35.525
653.516,510.355,630.207,465.404,375.906,475.598,753.626,547.340,429.714,438.386,528.005,35.395
661.484,514.343,630.286,474.713,370.977,478.812,773.177,532.456,441.898,434.873,531.302,36.673
644.714,519.951,616.977,466.510,349.733,466.465,810.712,526.391,439.666,450.637,529.176,39.326
636.969,511.412,623.038,469.933,372.298,463.626,806.649,535.239,441.042,448.308,530.851,38.009
646.399,524.392,635.040,472.867,372.190,457.178,863.960,519.442,436.702,472.750,540.092,42.508
702.212,547.173,656.102,457.804,354.335,478.817,929.273,526.538,442.931,556.383,565.157,48.979
678.618,538.129,676.557,471.097,359.364,475.435,1320.515,497.357,410.021,775.255,620.235,83.564
689.459,553.069,698.484,478.683,364.486,498.462,2185.884,505.476,460.801,1075.508,751.031,162.534
720.977,578.025,698.046,468.452,460.571,487.746,2607.207,518.087,444.322,1305.904,828.934,202.684
723.074,604.792,684.781,464.662,649.770,484.259,2574.869,494.488,425.590,1352.093,845.838,198.985
769.609,648.611,698.612,476.044,750.460,478.108,2437.323,487.227,443.964,1332.847,852.281,184.585
764.303,639.531,707.480,469.657,673.494,486.859,2477.343,491.399,443.081,1229.163,838.231,186.130
791.385,664.016,755.397,484.092,600.474,486.503,2303.013,480.614,453.587,1171.712,819.079,169.530
750.615,657.748,865.499,464.428,524.628,461.033,2173.172,483.140,433.898,1077.374,789.153,158.937
820.516,706.980,1140.785,456.452,453.403,451.108,2009.836,469.181,441.310,996.272,794.584,149.168
819.530,725.874,1496.434,464.814,430.605,474.480,2003.207,465.829,463.750,966.762,831.129,159.255
867.204,784.154,1906.829,489.048,398.250,482.819,1954.947,483.154,465.367,936.183,876.795,175.908
883.992,800.469,2117.198,491.773,384.298,471.530,1882.904,466.362,460.307,891.030,884.986,185.828
